InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),Size (Europe),Size (UK),UnitPrice,Discount,Year,Month,SalePrice
52646,2/13/2014,Germany,2177,GER2,Female,9,39-40,7,149,0,2014,2,149
52647,2/13/2014,United States,2147,US15,Male,11,44,10.5,139,0.5,2014,2,69.5
52648,2/13/2014,United States,2241,US15,Female,8.5,39,6.5,139,0.1,2014,2,125.1
52648,2/13/2014,United States,2196,US15,Female,9,39-40,7,169,0,2014,2,169
52649,2/13/2014,United States,2155,US14,Male,9,42,8.5,129,0.2,2014,2,103.2
52650,2/14/2014,Germany,2176,GER2,Male,9.5,42-43,9,149,0,2014,2,149
52651,2/14/2014,United Kingdom,2201,UK5,Male,9,42,8.5,199,0,2014,2,199
52652,2/14/2014,United States,2202,US15,Male,10.5,43-44,10,159,0,2014,2,159
52653,2/14/2014,United Kingdom,2180,UK2,Male,10.5,43-44,10,159,0,2014,2,159
52654,2/14/2014,Canada,2237,CAN6,Male,10,43,9.5,139,0.1,2014,2,125.1
52655,2/14/2014,Canada,2227,CAN7,Female,9,39-40,7,129,0,2014,2,129
52656,2/15/2014,United States,2189,US4,Female,10.5,41,8.5,149,0,2014,2,149
52657,2/15/2014,United Kingdom,2221,UK5,Male,10.5,43-44,10,139,0,2014,2,139
52658,2/15/2014,Germany,2177,GER2,Female,9,39-40,7,149,0,2014,2,149
52659,2/15/2014,United Kingdom,2170,UK4,Female,4.5,35,2.5,129,0.2,2014,2,103.2
52660,2/15/2014,Canada,2199,CAN1,Female,9,39-40,7,129,0.3,2014,2,90.3
52661,2/15/2014,United States,2181,US8,Female,8,38-39,6,139,0,2014,2,139
52662,2/15/2014,Germany,2206,GER2,Male,10.5,43-44,10,199,0,2014,2,199
52663,2/16/2014,United States,2214,US3,Male,9.5,42-43,9,129,0.3,2014,2,90.3
52664,2/16/2014,United States,2228,US2,Female,9.5,40,7.5,179,0.3,2014,2,125.3
52665,2/16/2014,Canada,2165,CAN5,Male,11,44,10.5,159,0,2014,2,159
52666,2/16/2014,United Kingdom,2215,UK2,Female,4.5,35,2.5,159,0,2014,2,159
52666,2/16/2014,United Kingdom,2201,UK5,Male,9,42,8.5,199,0,2014,2,199
52667,2/16/2014,United States,2239,US15,Female,8,38-39,6,189,0,2014,2,189
52668,2/16/2014,Canada,2169,CAN6,Male,9.5,42-43,9,169,0.3,2014,2,118.3
52669,2/16/2014,United States,2161,US9,Female,8,38-39,6,189,0,2014,2,189
52670,2/16/2014,Germany,2152,GER2,Male,9,42,8.5,149,0,2014,2,149
52671,2/17/2014,United States,2191,US15,Female,10.5,41,8.5,129,0.3,2014,2,90.3
52672,2/17/2014,United States,2206,US2,Female,9.5,40,7.5,139,0,2014,2,139
52673,2/17/2014,Canada,2211,CAN3,Male,7.5,40-41,7,139,0.1,2014,2,125.1
52674,2/17/2014,United States,2175,US9,Male,7,40,6.5,129,0,2014,2,129
52674,2/17/2014,United States,2160,US12,Female,9.5,40,7.5,159,0.5,2014,2,79.5
52674,2/17/2014,United States,2177,US15,Male,9.5,42-43,9,189,0,2014,2,189
52675,2/17/2014,United States,2204,US15,Female,8,38-39,6,149,0.3,2014,2,104.3
52676,2/17/2014,Canada,2152,CAN6,Female,8,38-39,6,129,0.5,2014,2,64.5
52677,2/17/2014,Germany,2213,GER2,Female,7,37-38,5,179,0.2,2014,2,143.2
52678,2/17/2014,United States,2208,US15,Female,8,38-39,6,159,0,2014,2,159
52678,2/17/2014,United States,2147,US15,Male,11,44,10.5,139,0.5,2014,2,69.5
52679,2/18/2014,United States,2148,US15,Male,10.5,43-44,10,169,0,2014,2,169
52680,2/18/2014,United States,2232,US9,Female,5.5,36,3.5,179,0,2014,2,179
52680,2/18/2014,United States,2213,US11,Female,9.5,40,7.5,169,0.1,2014,2,152.1
52681,2/18/2014,United States,2230,US14,Female,9,39-40,7,179,0,2014,2,179
52681,2/18/2014,United States,2192,US9,Male,9.5,42-43,9,129,0.1,2014,2,116.1
52681,2/18/2014,United States,2160,US12,Female,9.5,40,7.5,159,0.5,2014,2,79.5
52682,2/18/2014,United States,2147,US15,Female,8,38-39,6,179,0,2014,2,179
52683,2/18/2014,Germany,2208,GER2,Male,11.5,44-45,11,159,0.5,2014,2,79.5
52684,2/18/2014,Germany,2156,GER2,Female,7,37-38,5,169,0,2014,2,169
52685,2/18/2014,United States,2221,US7,Male,10,43,9.5,179,0.3,2014,2,125.3
52686,2/19/2014,Canada,2152,CAN1,Male,9.5,42-43,9,159,0.3,2014,2,111.3
52686,2/19/2014,Canada,2209,CAN1,Female,8,38-39,6,139,0.3,2014,2,97.3
52687,2/19/2014,United States,2161,US15,Male,11.5,44-45,11,169,0,2014,2,169
52688,2/19/2014,United States,2194,US13,Female,9,39-40,7,179,0,2014,2,179
52688,2/19/2014,United States,2220,US1,Male,11.5,44-45,11,199,0,2014,2,199
52688,2/19/2014,United States,2192,US9,Male,9.5,42-43,9,129,0.1,2014,2,116.1
52689,2/19/2014,Canada,2215,CAN6,Male,10,43,9.5,189,0.5,2014,2,94.5
52690,2/19/2014,Germany,2225,GER1,Male,8.5,41-42,8,139,0,2014,2,139
52691,2/19/2014,United States,2183,US11,Male,9.5,42-43,9,149,0,2014,2,149
52692,2/20/2014,Canada,2169,CAN6,Male,9.5,42-43,9,169,0.3,2014,2,118.3
52692,2/20/2014,Canada,2152,CAN6,Female,8,38-39,6,129,0.5,2014,2,64.5
52693,2/20/2014,United States,2176,US15,Male,6,39,5.5,159,0,2014,2,159
52694,2/20/2014,Germany,2182,GER2,Female,9,39-40,7,179,0,2014,2,179
52695,2/20/2014,Canada,2212,CAN3,Male,9,42,8.5,149,0,2014,2,149
52696,2/20/2014,United States,2177,US15,Male,9.5,42-43,9,189,0,2014,2,189
52697,2/21/2014,Germany,2213,GER2,Female,7,37-38,5,179,0.2,2014,2,143.2
52697,2/21/2014,Germany,2208,GER2,Male,11.5,44-45,11,159,0.5,2014,2,79.5
52698,2/21/2014,United States,2218,US15,Male,9.5,42-43,9,189,0,2014,2,189
52699,2/21/2014,United Kingdom,2170,UK5,Male,7.5,40-41,7,149,0.1,2014,2,134.1
52700,2/21/2014,United Kingdom,2231,UK5,Male,10.5,43-44,10,169,0,2014,2,169
52701,2/21/2014,Canada,2207,CAN2,Male,10.5,43-44,10,159,0,2014,2,159
52702,2/21/2014,Germany,2235,GER1,Female,8.5,39,6.5,199,0,2014,2,199
52703,2/22/2014,United States,2148,US15,Male,10.5,43-44,10,169,0,2014,2,169
52704,2/22/2014,United Kingdom,2189,UK5,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52704,2/22/2014,United Kingdom,2155,UK5,Female,10,40-41,8,129,0,2014,2,129
52705,2/22/2014,United Kingdom,2180,UK2,Male,10.5,43-44,10,159,0,2014,2,159
52706,2/22/2014,Germany,2182,GER2,Female,9,39-40,7,179,0,2014,2,179
52707,2/22/2014,Germany,2197,GER3,Female,8.5,39,6.5,189,0,2014,2,189
52708,2/23/2014,United States,2161,US15,Male,11.5,44-45,11,169,0,2014,2,169
52709,2/23/2014,Canada,2217,CAN6,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52710,2/23/2014,United States,2186,US11,Male,10.5,43-44,10,159,0,2014,2,159
52711,2/23/2014,United Kingdom,2220,UK4,Male,8.5,41-42,8,189,0.2,2014,2,151.2
52712,2/23/2014,United Kingdom,2170,UK5,Male,7.5,40-41,7,149,0.1,2014,2,134.1
52713,2/23/2014,Germany,2217,GER2,Female,8.5,39,6.5,139,0.3,2014,2,97.3
52714,2/23/2014,Germany,2172,GER2,Male,9.5,42-43,9,189,0.3,2014,2,132.3
52715,2/24/2014,Canada,2215,CAN6,Male,10,43,9.5,189,0.5,2014,2,94.5
52716,2/24/2014,United Kingdom,2231,UK5,Male,10.5,43-44,10,169,0,2014,2,169
52716,2/24/2014,United Kingdom,2213,UK3,Female,10,40-41,8,149,0,2014,2,149
52717,2/24/2014,Canada,2190,CAN5,Male,15,48,14.5,139,0.1,2014,2,125.1
52718,2/24/2014,Germany,2199,GER1,Male,7.5,40-41,7,149,0.1,2014,2,134.1
52719,2/25/2014,Canada,2212,CAN3,Male,9,42,8.5,149,0,2014,2,149
52720,2/25/2014,United States,2220,US7,Male,10.5,43-44,10,139,0,2014,2,139
52721,2/25/2014,Germany,2173,GER2,Female,9,39-40,7,169,0,2014,2,169
52722,2/25/2014,United Kingdom,2236,UK5,Male,10,43,9.5,169,0.2,2014,2,135.2
52723,2/25/2014,Canada,2217,CAN6,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52724,2/25/2014,Germany,2240,GER1,Male,10.5,43-44,10,159,0,2014,2,159
52725,2/26/2014,United States,2235,US9,Male,9,42,8.5,199,0.5,2014,2,99.5
52726,2/26/2014,United States,2221,US7,Male,10,43,9.5,179,0.3,2014,2,125.3
52727,2/26/2014,United Kingdom,2189,UK5,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52727,2/26/2014,United Kingdom,2236,UK5,Male,10,43,9.5,169,0.2,2014,2,135.2
52728,2/26/2014,Canada,2215,CAN6,Male,10,43,9.5,189,0.5,2014,2,94.5
52729,2/27/2014,United States,2219,US15,Male,9.5,42-43,9,199,0,2014,2,199
52730,2/27/2014,United States,2220,US7,Male,10.5,43-44,10,139,0,2014,2,139
52731,2/27/2014,United States,2213,US3,Male,11,44,10.5,159,0.5,2014,2,79.5
52731,2/27/2014,United States,2157,US3,Male,11.5,44-45,11,149,0.2,2014,2,119.2
52732,2/27/2014,Canada,2168,CAN3,Male,10.5,43-44,10,129,0.3,2014,2,90.3
52733,2/27/2014,Germany,2218,GER2,Female,7,37-38,5,169,0,2014,2,169
52734,2/27/2014,United States,2183,US11,Male,9.5,42-43,9,149,0,2014,2,149
52735,2/27/2014,United Kingdom,2220,UK4,Male,8.5,41-42,8,189,0.2,2014,2,151.2
52735,2/27/2014,United Kingdom,2189,UK5,Male,10.5,43-44,10,179,0.3,2014,2,125.3
52736,2/28/2014,United States,2218,US15,Male,9.5,42-43,9,189,0,2014,2,189
52737,2/28/2014,Germany,2227,GER3,Male,10,43,9.5,159,0,2014,2,159
52738,2/28/2014,Canada,2216,CAN6,Female,8,38-39,6,139,0,2014,2,139
52739,2/28/2014,United States,2221,US7,Male,10,43,9.5,179,0.3,2014,2,125.3
52740,2/28/2014,United States,2235,US9,Male,9,42,8.5,199,0.5,2014,2,99.5
52740,2/28/2014,United States,2213,US3,Male,11,44,10.5,159,0.5,2014,2,79.5
52741,2/28/2014,Germany,2218,GER2,Female,7,37-38,5,169,0,2014,2,169
52742,2/28/2014,Canada,2190,CAN5,Male,15,48,14.5,139,0.1,2014,2,125.1
52743,2/28/2014,Canada,2225,CAN1,Female,8.5,39,6.5,189,0,2014,2,189
52744,2/28/2014,United States,2152,US15,Male,9,42,8.5,149,0,2014,2,149
52745,3/1/2014,United States,2148,US15,Male,10.5,43-44,10,169,0,2014,3,169
52746,3/1/2014,Canada,2216,CAN6,Female,8,38-39,6,139,0,2014,3,139
52747,3/1/2014,Germany,2172,GER2,Male,9.5,42-43,9,189,0.3,2014,3,132.3
52748,3/1/2014,United States,2220,US7,Male,10.5,43-44,10,139,0,2014,3,139
52748,3/1/2014,United States,2235,US9,Male,9,42,8.5,199,0.5,2014,3,99.5
52749,3/1/2014,Canada,2217,CAN6,Male,10.5,43-44,10,179,0.3,2014,3,125.3
52749,3/1/2014,Canada,2190,CAN5,Male,15,48,14.5,139,0.1,2014,3,125.1
52750,3/1/2014,United Kingdom,2230,UK5,Male,10,43,9.5,139,0,2014,3,139
52751,3/1/2014,United States,2188,US15,Male,12,45,11.5,169,0,2014,3,169
52752,3/1/2014,United States,2157,US3,Male,11.5,44-45,11,149,0.2,2014,3,119.2
52753,3/2/2014,Canada,2152,CAN7,Male,9.5,42-43,9,159,0,2014,3,159
52754,3/2/2014,United Kingdom,2167,UK2,Female,8,38-39,6,149,0,2014,3,149
52755,3/2/2014,Germany,2199,GER1,Male,7.5,40-41,7,149,0.1,2014,3,134.1
52755,3/2/2014,Germany,2172,GER2,Male,9.5,42-43,9,189,0.3,2014,3,132.3
52756,3/2/2014,Germany,2173,GER2,Female,9,39-40,7,169,0,2014,3,169
52757,3/2/2014,Canada,2174,CAN3,Female,8.5,39,6.5,169,0,2014,3,169
52758,3/2/2014,United States,2213,US3,Male,11,44,10.5,159,0.5,2014,3,79.5
52759,3/2/2014,Canada,2175,CAN7,Male,11.5,44-45,11,199,0,2014,3,199
52760,3/2/2014,United States,2182,US15,Female,8,38-39,6,139,0.1,2014,3,125.1
52760,3/2/2014,United States,2150,US6,Female,8,38-39,6,179,0,2014,3,179
52761,3/3/2014,Canada,2180,CAN6,Male,8,41,7.5,169,0.5,2014,3,84.5
52762,3/3/2014,Germany,2198,GER1,Male,10.5,43-44,10,189,0,2014,3,189
52763,3/3/2014,United Kingdom,2236,UK5,Male,10,43,9.5,169,0.2,2014,3,135.2
52764,3/3/2014,United States,2199,US12,Female,9.5,40,7.5,129,0,2014,3,129
52765,3/3/2014,Canada,2152,CAN7,Male,9.5,42-43,9,159,0,2014,3,159
52766,3/3/2014,United States,2219,US15,Male,9.5,42-43,9,199,0,2014,3,199
52766,3/3/2014,United States,2182,US15,Female,8,38-39,6,139,0.1,2014,3,125.1
52767,3/4/2014,Canada,2168,CAN3,Male,10.5,43-44,10,129,0.3,2014,3,90.3
52768,3/4/2014,United Kingdom,2184,UK2,Female,8,38-39,6,179,0,2014,3,179
52769,3/4/2014,Canada,2165,CAN5,Male,9,42,8.5,169,0.1,2014,3,152.1
52770,3/4/2014,United States,2152,US15,Male,9,42,8.5,149,0,2014,3,149
52771,3/4/2014,Canada,2180,CAN6,Male,8,41,7.5,169,0.5,2014,3,84.5
52772,3/4/2014,Canada,2179,CAN7,Male,8,41,7.5,189,0,2014,3,189
52772,3/4/2014,Canada,2230,CAN6,Male,11,44,10.5,189,0.5,2014,3,94.5
52773,3/4/2014,United States,2218,US15,Male,9.5,42-43,9,189,0,2014,3,189
52773,3/4/2014,United States,2219,US15,Male,9.5,42-43,9,199,0,2014,3,199
52774,3/5/2014,Canada,2204,CAN2,Male,8.5,41-42,8,149,0.1,2014,3,134.1
52775,3/5/2014,United Kingdom,2176,UK3,Male,9.5,42-43,9,199,0,2014,3,199
52776,3/5/2014,Germany,2159,GER1,Female,9,39-40,7,189,0,2014,3,189
52777,3/5/2014,United Kingdom,2205,UK3,Male,9,42,8.5,159,0,2014,3,159
52777,3/5/2014,United Kingdom,2212,UK3,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52778,3/5/2014,United States,2157,US3,Male,11.5,44-45,11,149,0.2,2014,3,119.2
52779,3/5/2014,Canada,2175,CAN7,Male,11.5,44-45,11,199,0,2014,3,199
52779,3/5/2014,Canada,2179,CAN7,Male,8,41,7.5,189,0,2014,3,189
52780,3/6/2014,United States,2202,US15,Male,10.5,43-44,10,159,0.1,2014,3,143.1
52781,3/6/2014,United States,2171,US15,Female,5,35-36,3,149,0.3,2014,3,104.3
52782,3/6/2014,United Kingdom,2154,UK2,Male,9,42,8.5,179,0,2014,3,179
52783,3/6/2014,Germany,2159,GER1,Female,9,39-40,7,189,0,2014,3,189
52784,3/6/2014,United Kingdom,2215,UK5,Male,12,45,11.5,179,0,2014,3,179
52784,3/6/2014,United Kingdom,2205,UK3,Male,9,42,8.5,159,0,2014,3,159
52784,3/6/2014,United Kingdom,2212,UK3,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52785,3/6/2014,Canada,2152,CAN7,Male,9.5,42-43,9,159,0,2014,3,159
52785,3/6/2014,Canada,2175,CAN7,Male,11.5,44-45,11,199,0,2014,3,199
52786,3/7/2014,United States,2199,US12,Female,9.5,40,7.5,129,0,2014,3,129
52787,3/7/2014,United States,2218,US13,Male,10.5,43-44,10,199,0,2014,3,199
52788,3/7/2014,United Kingdom,2158,UK5,Male,9,42,8.5,149,0,2014,3,149
52789,3/7/2014,United Kingdom,2230,UK5,Male,10,43,9.5,139,0,2014,3,139
52789,3/7/2014,United Kingdom,2215,UK5,Male,12,45,11.5,179,0,2014,3,179
52789,3/7/2014,United Kingdom,2205,UK3,Male,9,42,8.5,159,0,2014,3,159
52789,3/7/2014,United Kingdom,2212,UK3,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52790,3/7/2014,Germany,2156,GER3,Female,9,39-40,7,129,0,2014,3,129
52791,3/8/2014,United States,2152,US15,Male,9,42,8.5,149,0,2014,3,149
52792,3/8/2014,Germany,2174,GER1,Female,10,40-41,8,139,0,2014,3,139
52793,3/8/2014,United States,2180,US13,Male,9.5,42-43,9,179,0.2,2014,3,143.2
52794,3/8/2014,United Kingdom,2227,UK5,Female,9,39-40,7,179,0,2014,3,179
52795,3/8/2014,United States,2214,US12,Female,8,38-39,6,189,0.2,2014,3,151.2
52796,3/8/2014,Germany,2227,GER3,Female,9,39-40,7,169,0,2014,3,169
52797,3/9/2014,United States,2186,US8,Male,11.5,44-45,11,169,0,2014,3,169
52798,3/9/2014,United States,2178,US15,Female,8.5,39,6.5,169,0,2014,3,169
52799,3/9/2014,Germany,2189,GER2,Female,7,37-38,5,189,0,2014,3,189
52800,3/9/2014,United States,2239,US8,Female,8,38-39,6,189,0.5,2014,3,94.5
52801,3/9/2014,United Kingdom,2176,UK3,Male,9.5,42-43,9,199,0,2014,3,199
52802,3/10/2014,Germany,2236,GER2,Male,8,41,7.5,169,0.3,2014,3,118.3
52803,3/10/2014,Germany,2204,GER2,Female,7,37-38,5,179,0.3,2014,3,125.3
52804,3/10/2014,Germany,2181,GER3,Female,10,40-41,8,169,0,2014,3,169
52805,3/10/2014,Canada,2230,CAN6,Male,11,44,10.5,189,0.5,2014,3,94.5
52806,3/10/2014,United States,2174,US15,Male,9.5,42-43,9,149,0.3,2014,3,104.3
52807,3/10/2014,Canada,2240,CAN3,Male,10,43,9.5,129,0.3,2014,3,90.3
52808,3/11/2014,Germany,2186,GER1,Male,8.5,41-42,8,159,0,2014,3,159
52809,3/11/2014,Germany,2189,GER2,Female,7,37-38,5,189,0,2014,3,189
52810,3/11/2014,Canada,2179,CAN7,Male,8,41,7.5,189,0,2014,3,189
52811,3/11/2014,United States,2190,US6,Female,7,37-38,5,169,0,2014,3,169
52811,3/11/2014,United States,2200,US1,Male,10.5,43-44,10,169,0,2014,3,169
52812,3/12/2014,Germany,2227,GER3,Male,10,43,9.5,159,0,2014,3,159
52813,3/12/2014,United States,2162,US15,Female,9,39-40,7,159,0,2014,3,159
52813,3/12/2014,United States,2224,US8,Male,10,43,9.5,179,0.2,2014,3,143.2
52814,3/12/2014,Canada,2230,CAN6,Male,11,44,10.5,189,0.5,2014,3,94.5
52815,3/12/2014,United States,2159,US1,Female,9.5,40,7.5,179,0,2014,3,179
52816,3/12/2014,Canada,2223,CAN1,Female,9.5,40,7.5,159,0.1,2014,3,143.1
52817,3/12/2014,United States,2186,US13,Female,7,37-38,5,179,0.1,2014,3,161.1
52818,3/13/2014,United States,2178,US3,Male,9.5,42-43,9,149,0.3,2014,3,104.3
52819,3/13/2014,United Kingdom,2182,UK4,Male,10,43,9.5,169,0,2014,3,169
52820,3/13/2014,United States,2177,US6,Female,8,38-39,6,189,0,2014,3,189
52821,3/13/2014,United States,2169,US14,Male,8,41,7.5,129,0,2014,3,129
52822,3/13/2014,Canada,2195,CAN2,Female,9.5,40,7.5,129,0.1,2014,3,116.1
52823,3/14/2014,United States,2212,US15,Female,9,39-40,7,189,0,2014,3,189
52823,3/14/2014,United States,2184,US15,Female,10.5,41,8.5,139,0,2014,3,139
52824,3/14/2014,United States,2230,US7,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52825,3/14/2014,United States,2184,US5,Female,8,38-39,6,149,0,2014,3,149
52826,3/14/2014,Canada,2239,CAN7,Female,8,38-39,6,149,0.1,2014,3,134.1
52827,3/14/2014,United States,2202,US15,Male,10.5,43-44,10,159,0.1,2014,3,143.1
52828,3/15/2014,United States,2159,US1,Female,9.5,40,7.5,179,0,2014,3,179
52829,3/15/2014,United States,2152,US15,Male,11.5,44-45,11,149,0.5,2014,3,74.5
52830,3/15/2014,United States,2209,US12,Male,10.5,43-44,10,179,0,2014,3,179
52831,3/15/2014,Germany,2208,GER1,Male,9,42,8.5,129,0.1,2014,3,116.1
52832,3/15/2014,Canada,2242,CAN6,Male,10.5,43-44,10,189,0,2014,3,189
52833,3/15/2014,Canada,2182,CAN7,Female,8,38-39,6,129,0.1,2014,3,116.1
52834,3/15/2014,United Kingdom,2199,UK4,Male,14,47,13.5,129,0,2014,3,129
52835,3/16/2014,United States,2169,US14,Male,8,41,7.5,129,0,2014,3,129
52836,3/16/2014,United States,2190,US1,Male,10.5,43-44,10,149,0,2014,3,149
52837,3/16/2014,Germany,2149,GER1,Male,10.5,43-44,10,149,0,2014,3,149
52838,3/16/2014,United States,2224,US12,Male,9.5,42-43,9,129,0.2,2014,3,103.2
52839,3/16/2014,Germany,2167,GER2,Male,12,45,11.5,159,0.2,2014,3,127.2
52840,3/16/2014,United States,2237,US13,Female,8.5,39,6.5,139,0.5,2014,3,69.5
52841,3/16/2014,Canada,2198,CAN1,Male,11,44,10.5,129,0,2014,3,129
52842,3/16/2014,Canada,2238,CAN3,Female,8,38-39,6,189,0.1,2014,3,170.1
52843,3/16/2014,United Kingdom,2179,UK4,Male,9,42,8.5,129,0.2,2014,3,103.2
52844,3/17/2014,Germany,2231,GER2,Male,8.5,41-42,8,189,0,2014,3,189
52845,3/17/2014,United States,2178,US15,Female,7.5,38,5.5,169,0.1,2014,3,152.1
52845,3/17/2014,United States,2192,US15,Male,8.5,41-42,8,169,0,2014,3,169
52846,3/17/2014,United Kingdom,2167,UK2,Female,8,38-39,6,149,0,2014,3,149
52846,3/17/2014,United Kingdom,2196,UK5,Female,8.5,39,6.5,199,0,2014,3,199
52847,3/17/2014,United States,2186,US12,Male,9.5,42-43,9,169,0,2014,3,169
52848,3/17/2014,Canada,2202,CAN7,Male,14,47,13.5,179,0.3,2014,3,125.3
52849,3/17/2014,United Kingdom,2207,UK5,Male,8,41,7.5,129,0,2014,3,129
52850,3/18/2014,Germany,2199,GER2,Female,9,39-40,7,189,0.5,2014,3,94.5
52851,3/18/2014,Germany,2236,GER2,Male,8,41,7.5,169,0.3,2014,3,118.3
52852,3/18/2014,United States,2201,US15,Female,7.5,38,5.5,189,0,2014,3,189
52852,3/18/2014,United States,2192,US15,Female,10,40-41,8,139,0,2014,3,139
52853,3/18/2014,United States,2217,US12,Female,8.5,39,6.5,189,0.3,2014,3,132.3
52854,3/18/2014,Canada,2169,CAN3,Female,8,38-39,6,169,0.3,2014,3,118.3
52855,3/19/2014,United Kingdom,2199,UK4,Male,14,47,13.5,129,0,2014,3,129
52856,3/19/2014,Germany,2186,GER1,Male,8.5,41-42,8,159,0,2014,3,159
52857,3/19/2014,Germany,2157,GER1,Female,7,37-38,5,179,0,2014,3,179
52858,3/19/2014,Germany,2231,GER2,Male,8.5,41-42,8,189,0,2014,3,189
52859,3/20/2014,United Kingdom,2179,UK4,Male,9,42,8.5,129,0.2,2014,3,103.2
52860,3/20/2014,United States,2237,US7,Male,10,43,9.5,149,0.2,2014,3,119.2
52861,3/20/2014,Canada,2242,CAN6,Male,10.5,43-44,10,189,0,2014,3,189
52862,3/20/2014,Germany,2236,GER2,Male,8,41,7.5,169,0.3,2014,3,118.3
52863,3/21/2014,Germany,2190,GER3,Female,7,37-38,5,159,0,2014,3,159
52864,3/21/2014,United States,2192,US7,Male,7.5,40-41,7,149,0,2014,3,149
52865,3/21/2014,Canada,2198,CAN1,Male,11,44,10.5,129,0,2014,3,129
52866,3/21/2014,United States,2206,US15,Male,14,47,13.5,179,0,2014,3,179
52867,3/21/2014,United States,2238,US6,Male,9,42,8.5,199,0,2014,3,199
52868,3/21/2014,Germany,2201,GER2,Male,11,44,10.5,169,0.1,2014,3,152.1
52869,3/22/2014,Germany,2157,GER1,Female,7,37-38,5,179,0,2014,3,179
52870,3/22/2014,United States,2150,US15,Male,8.5,41-42,8,169,0.3,2014,3,118.3
52871,3/22/2014,Canada,2161,CAN5,Female,10,40-41,8,199,0,2014,3,199
52872,3/22/2014,United States,2230,US7,Male,9.5,42-43,9,139,0.2,2014,3,111.2
52873,3/22/2014,United States,2215,US11,Female,8,38-39,6,169,0,2014,3,169
52874,3/22/2014,United States,2237,US7,Male,10,43,9.5,149,0.2,2014,3,119.2
52875,3/22/2014,Canada,2169,CAN3,Female,8,38-39,6,169,0.3,2014,3,118.3
52876,3/22/2014,Germany,2225,GER2,Female,9,39-40,7,179,0,2014,3,179
52877,3/22/2014,United States,2204,US15,Female,9,39-40,7,179,0,2014,3,179
52878,3/23/2014,Canada,2242,CAN6,Male,10.5,43-44,10,189,0,2014,3,189
52879,3/23/2014,Canada,2161,CAN5,Female,10,40-41,8,199,0,2014,3,199
52880,3/23/2014,United States,2238,US6,Male,9,42,8.5,199,0,2014,3,199
52881,3/23/2014,United States,2234,US15,Male,9.5,42-43,9,159,0.5,2014,3,79.5
52882,3/23/2014,United States,2192,US7,Male,7.5,40-41,7,149,0,2014,3,149
52883,3/23/2014,United States,2228,US13,Male,9.5,42-43,9,189,0.1,2014,3,170.1
52884,3/23/2014,Germany,2231,GER2,Male,8.5,41-42,8,189,0,2014,3,189
52885,3/23/2014,Germany,2199,GER2,Female,9,39-40,7,189,0.5,2014,3,94.5
52886,3/23/2014,Canada,2183,CAN2,Male,9,42,8.5,129,0.1,2014,3,116.1
52887,3/23/2014,United Kingdom,2229,UK2,Male,11,44,10.5,169,0,2014,3,169
52888,3/24/2014,United States,2237,US7,Male,10,43,9.5,149,0.2,2014,3,119.2
52888,3/24/2014,United States,2238,US6,Male,9,42,8.5,199,0,2014,3,199
52889,3/24/2014,United States,2197,US15,Male,10,43,9.5,189,0.2,2014,3,151.2
52890,3/24/2014,United States,2150,US15,Male,9,42,8.5,159,0,2014,3,159
52891,3/24/2014,Germany,2206,GER1,Male,10.5,43-44,10,139,0.3,2014,3,97.3
52892,3/24/2014,United States,2175,US9,Male,7,40,6.5,129,0,2014,3,129
52893,3/24/2014,United Kingdom,2199,UK4,Male,14,47,13.5,129,0,2014,3,129
52894,3/24/2014,Germany,2242,GER2,Female,7,37-38,5,179,0,2014,3,179
52895,3/24/2014,United States,2162,US15,Female,9,39-40,7,159,0,2014,3,159
52896,3/25/2014,Canada,2237,CAN3,Female,8,38-39,6,129,0,2014,3,129
52897,3/25/2014,United States,2153,US12,Male,9.5,42-43,9,129,0.3,2014,3,90.3
52898,3/25/2014,United States,2194,US15,Male,8,41,7.5,139,0.1,2014,3,125.1
52899,3/25/2014,Germany,2236,GER1,Male,11.5,44-45,11,169,0,2014,3,169
52900,3/25/2014,United States,2230,US14,Female,9,39-40,7,179,0,2014,3,179
52901,3/25/2014,Germany,2220,GER3,Female,7,37-38,5,169,0,2014,3,169
52902,3/25/2014,United States,2225,US15,Male,9.5,42-43,9,159,0,2014,3,159
52902,3/25/2014,United States,2217,US15,Male,15,48,14.5,179,0,2014,3,179
52903,3/26/2014,Germany,2175,GER1,Male,9.5,42-43,9,199,0.5,2014,3,99.5
52904,3/26/2014,Canada,2229,CAN2,Female,9.5,40,7.5,159,0.3,2014,3,111.3
52905,3/26/2014,Germany,2168,GER3,Male,8.5,41-42,8,149,0.3,2014,3,104.3
52906,3/26/2014,United Kingdom,2180,UK1,Female,9.5,40,7.5,169,0,2014,3,169
52907,3/26/2014,United States,2206,US15,Male,14,47,13.5,179,0,2014,3,179
52908,3/26/2014,United States,2188,US15,Male,9.5,42-43,9,159,0,2014,3,159
52909,3/26/2014,United Kingdom,2149,UK1,Female,8,38-39,6,149,0.1,2014,3,134.1
